wavs/9-7-18 clem interviewed by tara_1.wav-00071910_00075420.wav|BIH0KAO1Z YUW1 WIH1L NOW1 DHAE1T AY1 WIH1L BIY1 VEH1RIY0 VEH1RIY0 AH1PSEH2T IH1F YUW1 DUW1 .
wavs/2-9-18 clem first interview in aft cabin_1.wav-00013710_00018690.wav|YUW1 THIH1NGK ? AY1 MAY1T ? HHAW1 WUH1D AY1 SPIY1K ? AY1 GEH1S AY1D SPIY1K LAY1K DHIH1S PRIH1TIY0 MAH1CH .
wavs/2-9-18 clem first interview in aft cabin_1.wav-00013710_00018690.wav|DUW1 YUW1 THIH1NGK ? AY1 MAY1T ? HHAW1 WUH1D AY1 SPIY1K ? AY1 GEH1S AY1D SPIY1K LAY1K DHIH1S PRIH1TIY0 MAH1CH .
wavs/2-9-18 clem first interview in aft cabin_1.wav-00013560_00018690.wav|WAH1T DUW1 YUW1 THIH1NGK ? AY1 MAY1T ? HHAW1 WUH1D AY1 SPIY1K ? AY1 GEH1S AY1D SPIY1K LAY1K DHIH1S PRIH1TIY0 MAH1CH .
wavs/2-9-18 clem first interview in aft cabin_1.wav-00016050_00018690.wav|HHAW1 WUH1D AY1 SPIY1K ? AY1 GEH1S AY1D SPIY1K LAY1K DHIH1S PRIH1TIY0 MAH1CH .
wavs/2-9-18 clem first interview in aft cabin_1.wav-00016440_00018690.wav|AY1 SPIY1K ? AY1 GEH1S AY1D SPIY1K LAY1K DHIH1S PRIH1TIY0 MAH1CH .
wavs/2-9-18 clem first interview in aft cabin_1.wav-00027030_00029640.wav|SPIY1K SPIY1K SPIY1K . CHEH1K , CHEH1K , CHEH1K .
wavs/2-9-18 clem first interview in aft cabin_1.wav-00026520_00031230.wav|AA1 , SPIY1K SPIY1K SPIY1K . CHEH1K , CHEH1K , CHEH1K . IH1TS SAH1CH AH0 SMAO1L LIH1TAH0L THIH1NG .
wavs/2-9-18 clem first interview in aft cabin_1.wav-00027030_00031230.wav|SPIY1K SPIY1K SPIY1K . CHEH1K , CHEH1K , CHEH1K . IH1TS SAH1CH AH0 SMAO1L LIH1TAH0L THIH1NG .
wavs/2-9-18 clem first interview in aft cabin_1.wav-00027690_00029640.wav|SPIY1K . CHEH1K , CHEH1K , CHEH1K .
wavs/2-9-18 clem first interview in aft cabin_1.wav-00026520_00029640.wav|AA1 , SPIY1K SPIY1K SPIY1K . CHEH1K , CHEH1K , CHEH1K .
wavs/2-9-18 clem first interview in aft cabin_1.wav-00026520_00028170.wav|AA1 , SPIY1K SPIY1K SPIY1K .
wavs/2-9-18 clem first interview in aft cabin_1.wav-00027390_00029640.wav|SPIY1K SPIY1K . CHEH1K , CHEH1K , CHEH1K .
wavs/2-9-18 clem first interview in aft cabin_1.wav-00028560_00029640.wav|CHEH1K , CHEH1K , CHEH1K .
wavs/2-9-18 clem first interview in aft cabin_1.wav-00028560_00031230.wav|CHEH1K , CHEH1K , CHEH1K . IH1TS SAH1CH AH0 SMAO1L LIH1TAH0L THIH1NG .
wavs/2-9-18 clem first interview in aft cabin_1.wav-00027390_00031230.wav|SPIY1K SPIY1K . CHEH1K , CHEH1K , CHEH1K . IH1TS SAH1CH AH0 SMAO1L LIH1TAH0L THIH1NG .
wavs/2-9-18 clem first interview in aft cabin_1.wav-00030030_00031230.wav|IH1TS SAH1CH AH0 SMAO1L LIH1TAH0L THIH1NG .
wavs/2-9-18 clem first interview in aft cabin_1.wav-00027690_00031230.wav|SPIY1K . CHEH1K , CHEH1K , CHEH1K . IH1TS SAH1CH AH0 SMAO1L LIH1TAH0L THIH1NG .
wavs/2-9-18 clem first interview in aft cabin_1.wav-00028860_00031230.wav|CHEH1K , CHEH1K . IH1TS SAH1CH AH0 SMAO1L LIH1TAH0L THIH1NG .
wavs/2-9-18 clem first interview in aft cabin_1.wav-00029160_00031230.wav|CHEH1K . IH1TS SAH1CH AH0 SMAO1L LIH1TAH0L THIH1NG .
wavs/2-9-18 clem first interview in aft cabin_1.wav-00043260_00044520.wav|AY1L JHAH1ST FIH1NIH0SH MAY1 VIY1CHEY1 IH0N .
wavs/2-9-18 clem first interview in aft cabin_1.wav-00073680_00075930.wav|OW2KEY1 , YUW1 REH1DIY0 ? YAE1 . YAE1 .
wavs/2-9-18 clem first interview in aft cabin_1.wav-00073680_00076500.wav|OW2KEY1 , YUW1 REH1DIY0 ? YAE1 . YAE1 . HHAH0LOW1 .
wavs/2-9-18 clem first interview in aft cabin_1.wav-00073680_00080280.wav|OW2KEY1 , YUW1 REH1DIY0 ? YAE1 . YAE1 . HHAH0LOW1 . AY1M KLEH1MAH0NZ , DHAH0 KAE1PTAH0N AH1V IH0NFIH1NAH0TIY0 .
wavs/2-9-18 clem first interview in aft cabin_1.wav-00073680_00075090.wav|OW2KEY1 , YUW1 REH1DIY0 ? YAE1 .
wavs/2-9-18 clem first interview in aft cabin_1.wav-00073680_00075090.wav|OW2KEY1 , YUW1 REH1DIY0 ? YAE1 .
wavs/2-9-18 clem first interview in aft cabin_1.wav-00074220_00075930.wav|REH1DIY0 ? YAE1 . YAE1 .
wavs/2-9-18 clem first interview in aft cabin_1.wav-00075300_00076500.wav|YAE1 . HHAH0LOW1 .
wavs/2-9-18 clem first interview in aft cabin_1.wav-00074070_00076500.wav|YUW1 REH1DIY0 ? YAE1 . YAE1 . HHAH0LOW1 .
wavs/2-9-18 clem first interview in aft cabin_1.wav-00074070_00075930.wav|YUW1 REH1DIY0 ? YAE1 . YAE1 .
wavs/2-9-18 clem first interview in aft cabin_1.wav-00074670_00076500.wav|YAE1 . YAE1 . HHAH0LOW1 .
wavs/2-9-18 clem first interview in aft cabin_1.wav-00074070_00080280.wav|YUW1 REH1DIY0 ? YAE1 . YAE1 . HHAH0LOW1 . AY1M KLEH1MAH0NZ , DHAH0 KAE1PTAH0N AH1V IH0NFIH1NAH0TIY0 .
wavs/2-9-18 clem first interview in aft cabin_1.wav-00074070_00075090.wav|YUW1 REH1DIY0 ? YAE1 .
wavs/2-9-18 clem first interview in aft cabin_1.wav-00075960_00080280.wav|HHAH0LOW1 . AY1M KLEH1MAH0NZ , DHAH0 KAE1PTAH0N AH1V IH0NFIH1NAH0TIY0 .
wavs/2-9-18 clem first interview in aft cabin_1.wav-00074670_00080280.wav|YAE1 . YAE1 . HHAH0LOW1 . AY1M KLEH1MAH0NZ , DHAH0 KAE1PTAH0N AH1V IH0NFIH1NAH0TIY0 .
wavs/2-9-18 clem first interview in aft cabin_1.wav-00074220_00080280.wav|REH1DIY0 ? YAE1 . YAE1 . HHAH0LOW1 . AY1M KLEH1MAH0NZ , DHAH0 KAE1PTAH0N AH1V IH0NFIH1NAH0TIY0 .
wavs/2-9-18 clem first interview in aft cabin_1.wav-00074670_00075930.wav|YAE1 . YAE1 .
wavs/2-9-18 clem first interview in aft cabin_1.wav-00075300_00080280.wav|YAE1 . HHAH0LOW1 . AY1M KLEH1MAH0NZ , DHAH0 KAE1PTAH0N AH1V IH0NFIH1NAH0TIY0 .
wavs/2-9-18 clem first interview in aft cabin_1.wav-00075300_00076500.wav|YAE1 . HHAH0LOW1 .
wavs/2-9-18 clem first interview in aft cabin_1.wav-00074220_00076500.wav|REH1DIY0 ? YAE1 . YAE1 . HHAH0LOW1 .
wavs/2-9-18 clem first interview in aft cabin_1.wav-00078960_00083910.wav|DHAH0 KAE1PTAH0N AH1V IH0NFIH1NAH0TIY0 . AY1M HHIY1R TUW1 TAO1K TUW1 YUW1 AH0BAW1T AO1L KAY1NDZ AH1V STAH1F AY1 DOW1NT NOW1 AH0BAW1T YEH1T .
wavs/2-9-18 clem first interview in aft cabin_1.wav-00081090_00083910.wav|AY1M HHIY1R TUW1 TAO1K TUW1 YUW1 AH0BAW1T AO1L KAY1NDZ AH1V STAH1F AY1 DOW1NT NOW1 AH0BAW1T YEH1T .
wavs/2-9-18 clem first interview in aft cabin_1.wav-00077820_00083910.wav|KLEH1MAH0NZ , DHAH0 KAE1PTAH0N AH1V IH0NFIH1NAH0TIY0 . AY1M HHIY1R TUW1 TAO1K TUW1 YUW1 AH0BAW1T AO1L KAY1NDZ AH1V STAH1F AY1 DOW1NT NOW1 AH0BAW1T YEH1T .
wavs/2-9-18 clem first interview in aft cabin_1.wav-00075960_00083910.wav|HHAH0LOW1 . AY1M KLEH1MAH0NZ , DHAH0 KAE1PTAH0N AH1V IH0NFIH1NAH0TIY0 . AY1M HHIY1R TUW1 TAO1K TUW1 YUW1 AH0BAW1T AO1L KAY1NDZ AH1V STAH1F AY1 DOW1NT NOW1 AH0BAW1T YEH1T .
wavs/2-9-18 clem first interview in aft cabin_1.wav-00077520_00080280.wav|AY1M KLEH1MAH0NZ , DHAH0 KAE1PTAH0N AH1V IH0NFIH1NAH0TIY0 .
wavs/2-9-18 clem first interview in aft cabin_1.wav-00079110_00083910.wav|KAE1PTAH0N AH1V IH0NFIH1NAH0TIY0 . AY1M HHIY1R TUW1 TAO1K TUW1 YUW1 AH0BAW1T AO1L KAY1NDZ AH1V STAH1F AY1 DOW1NT NOW1 AH0BAW1T YEH1T .
wavs/2-9-18 clem first interview in aft cabin_1.wav-00079500_00083910.wav|AH1V IH0NFIH1NAH0TIY0 . AY1M HHIY1R TUW1 TAO1K TUW1 YUW1 AH0BAW1T AO1L KAY1NDZ AH1V STAH1F AY1 DOW1NT NOW1 AH0BAW1T YEH1T .
wavs/2-9-18 clem first interview in aft cabin_1.wav-00079620_00083910.wav|IH0NFIH1NAH0TIY0 . AY1M HHIY1R TUW1 TAO1K TUW1 YUW1 AH0BAW1T AO1L KAY1NDZ AH1V STAH1F AY1 DOW1NT NOW1 AH0BAW1T YEH1T .
wavs/2-9-18 clem first interview in aft cabin_1.wav-00077520_00083910.wav|AY1M KLEH1MAH0NZ , DHAH0 KAE1PTAH0N AH1V IH0NFIH1NAH0TIY0 . AY1M HHIY1R TUW1 TAO1K TUW1 YUW1 AH0BAW1T AO1L KAY1NDZ AH1V STAH1F AY1 DOW1NT NOW1 AH0BAW1T YEH1T .
wavs/2-9-18 clem first interview in aft cabin_1.wav-00082470_00087660.wav|KAY1NDZ AH1V STAH1F AY1 DOW1NT NOW1 AH0BAW1T YEH1T . YAE1 , OW2KEY1 .
wavs/2-9-18 clem first interview in aft cabin_1.wav-00081090_00087660.wav|AY1M HHIY1R TUW1 TAO1K TUW1 YUW1 AH0BAW1T AO1L KAY1NDZ AH1V STAH1F AY1 DOW1NT NOW1 AH0BAW1T YEH1T . YAE1 , OW2KEY1 .
wavs/2-9-18 clem first interview in aft cabin_1.wav-00083100_00087660.wav|AY1 DOW1NT NOW1 AH0BAW1T YEH1T . YAE1 , OW2KEY1 .
wavs/2-9-18 clem first interview in aft cabin_1.wav-00081510_00087660.wav|TAO1K TUW1 YUW1 AH0BAW1T AO1L KAY1NDZ AH1V STAH1F AY1 DOW1NT NOW1 AH0BAW1T YEH1T . YAE1 , OW2KEY1 .
wavs/2-9-18 clem first interview in aft cabin_1.wav-00081090_00088290.wav|AY1M HHIY1R TUW1 TAO1K TUW1 YUW1 AH0BAW1T AO1L KAY1NDZ AH1V STAH1F AY1 DOW1NT NOW1 AH0BAW1T YEH1T . YAE1 , OW2KEY1 . YAE1 .
wavs/2-9-18 clem first interview in aft cabin_1.wav-00081420_00087660.wav|TUW1 TAO1K TUW1 YUW1 AH0BAW1T AO1L KAY1NDZ AH1V STAH1F AY1 DOW1NT NOW1 AH0BAW1T YEH1T . YAE1 , OW2KEY1 .
wavs/2-9-18 clem first interview in aft cabin_1.wav-00083430_00088290.wav|AH0BAW1T YEH1T . YAE1 , OW2KEY1 . YAE1 .
wavs/2-9-18 clem first interview in aft cabin_1.wav-00081930_00088290.wav|AH0BAW1T AO1L KAY1NDZ AH1V STAH1F AY1 DOW1NT NOW1 AH0BAW1T YEH1T . YAE1 , OW2KEY1 . YAE1 .
wavs/2-9-18 clem first interview in aft cabin_1.wav-00083340_00088290.wav|NOW1 AH0BAW1T YEH1T . YAE1 , OW2KEY1 . YAE1 .
wavs/2-9-18 clem first interview in aft cabin_1.wav-00082740_00088290.wav|AH1V STAH1F AY1 DOW1NT NOW1 AH0BAW1T YEH1T . YAE1 , OW2KEY1 . YAE1 .
wavs/2-9-18 clem first interview in aft cabin_1.wav-00081510_00088290.wav|TAO1K TUW1 YUW1 AH0BAW1T AO1L KAY1NDZ AH1V STAH1F AY1 DOW1NT NOW1 AH0BAW1T YEH1T . YAE1 , OW2KEY1 . YAE1 .
wavs/2-9-18 clem first interview in aft cabin_1.wav-00081780_00088290.wav|TUW1 YUW1 AH0BAW1T AO1L KAY1NDZ AH1V STAH1F AY1 DOW1NT NOW1 AH0BAW1T YEH1T . YAE1 , OW2KEY1 . YAE1 .
wavs/2-9-18 clem first interview in aft cabin_1.wav-00082800_00088290.wav|STAH1F AY1 DOW1NT NOW1 AH0BAW1T YEH1T . YAE1 , OW2KEY1 . YAE1 .
wavs/2-9-18 clem first interview in aft cabin_1.wav-00083340_00087660.wav|NOW1 AH0BAW1T YEH1T . YAE1 , OW2KEY1 .
wavs/2-9-18 clem first interview in aft cabin_1.wav-00083160_00087660.wav|DOW1NT NOW1 AH0BAW1T YEH1T . YAE1 , OW2KEY1 .
wavs/2-9-18 clem first interview in aft cabin_1.wav-00081930_00087660.wav|AH0BAW1T AO1L KAY1NDZ AH1V STAH1F AY1 DOW1NT NOW1 AH0BAW1T YEH1T . YAE1 , OW2KEY1 .
wavs/2-9-18 clem first interview in aft cabin_1.wav-00081780_00087660.wav|TUW1 YUW1 AH0BAW1T AO1L KAY1NDZ AH1V STAH1F AY1 DOW1NT NOW1 AH0BAW1T YEH1T . YAE1 , OW2KEY1 .
wavs/2-9-18 clem first interview in aft cabin_1.wav-00082350_00088290.wav|AO1L KAY1NDZ AH1V STAH1F AY1 DOW1NT NOW1 AH0BAW1T YEH1T . YAE1 , OW2KEY1 . YAE1 .
wavs/2-9-18 clem first interview in aft cabin_1.wav-00082350_00087660.wav|AO1L KAY1NDZ AH1V STAH1F AY1 DOW1NT NOW1 AH0BAW1T YEH1T . YAE1 , OW2KEY1 .
wavs/2-9-18 clem first interview in aft cabin_1.wav-00086760_00093360.wav|YAE1 , OW2KEY1 . YAE1 . HHAH0LOW1 , MAY1 NEY1M IH1Z KLEH1MAH0NZ . AY1M DHAH0 KAE1PTAH0N AH1V IH0NFIH1NAH0TIY0 .
wavs/2-9-18 clem first interview in aft cabin_1.wav-00086760_00088290.wav|YAE1 , OW2KEY1 . YAE1 .
wavs/2-9-18 clem first interview in aft cabin_1.wav-00082470_00088290.wav|KAY1NDZ AH1V STAH1F AY1 DOW1NT NOW1 AH0BAW1T YEH1T . YAE1 , OW2KEY1 . YAE1 .
wavs/2-9-18 clem first interview in aft cabin_1.wav-00083640_00087660.wav|YEH1T . YAE1 , OW2KEY1 .
wavs/2-9-18 clem first interview in aft cabin_1.wav-00082800_00087660.wav|STAH1F AY1 DOW1NT NOW1 AH0BAW1T YEH1T . YAE1 , OW2KEY1 .
wavs/2-9-18 clem first interview in aft cabin_1.wav-00083430_00087660.wav|AH0BAW1T YEH1T . YAE1 , OW2KEY1 .
wavs/2-9-18 clem first interview in aft cabin_1.wav-00082740_00087660.wav|AH1V STAH1F AY1 DOW1NT NOW1 AH0BAW1T YEH1T . YAE1 , OW2KEY1 .
wavs/2-9-18 clem first interview in aft cabin_1.wav-00081420_00088290.wav|TUW1 TAO1K TUW1 YUW1 AH0BAW1T AO1L KAY1NDZ AH1V STAH1F AY1 DOW1NT NOW1 AH0BAW1T YEH1T . YAE1 , OW2KEY1 . YAE1 .
wavs/2-9-18 clem first interview in aft cabin_1.wav-00081780_00087660.wav|YUW1 AH0BAW1T AO1L KAY1NDZ AH1V STAH1F AY1 DOW1NT NOW1 AH0BAW1T YEH1T . YAE1 , OW2KEY1 .
wavs/2-9-18 clem first interview in aft cabin_1.wav-00081270_00088290.wav|HHIY1R TUW1 TAO1K TUW1 YUW1 AH0BAW1T AO1L KAY1NDZ AH1V STAH1F AY1 DOW1NT NOW1 AH0BAW1T YEH1T . YAE1 , OW2KEY1 . YAE1 .
wavs/2-9-18 clem first interview in aft cabin_1.wav-00081270_00087660.wav|HHIY1R TUW1 TAO1K TUW1 YUW1 AH0BAW1T AO1L KAY1NDZ AH1V STAH1F AY1 DOW1NT NOW1 AH0BAW1T YEH1T . YAE1 , OW2KEY1 .
wavs/2-9-18 clem first interview in aft cabin_1.wav-00083160_00088290.wav|DOW1NT NOW1 AH0BAW1T YEH1T . YAE1 , OW2KEY1 . YAE1 .
wavs/2-9-18 clem first interview in aft cabin_1.wav-00081780_00088290.wav|YUW1 AH0BAW1T AO1L KAY1NDZ AH1V STAH1F AY1 DOW1NT NOW1 AH0BAW1T YEH1T . YAE1 , OW2KEY1 . YAE1 .
wavs/2-9-18 clem first interview in aft cabin_1.wav-00087090_00088290.wav|OW2KEY1 . YAE1 .
wavs/2-9-18 clem first interview in aft cabin_1.wav-00083640_00088290.wav|YEH1T . YAE1 , OW2KEY1 . YAE1 .
wavs/2-9-18 clem first interview in aft cabin_1.wav-00083100_00088290.wav|AY1 DOW1NT NOW1 AH0BAW1T YEH1T . YAE1 , OW2KEY1 . YAE1 .
wavs/2-9-18 clem first interview in aft cabin_1.wav-00087090_00093360.wav|OW2KEY1 . YAE1 . HHAH0LOW1 , MAY1 NEY1M IH1Z KLEH1MAH0NZ . AY1M DHAH0 KAE1PTAH0N AH1V IH0NFIH1NAH0TIY0 .
wavs/2-9-18 clem first interview in aft cabin_1.wav-00087090_00091710.wav|OW2KEY1 . YAE1 . HHAH0LOW1 , MAY1 NEY1M IH1Z KLEH1MAH0NZ .
wavs/2-9-18 clem first interview in aft cabin_1.wav-00090030_00091710.wav|HHAH0LOW1 , MAY1 NEY1M IH1Z KLEH1MAH0NZ .
wavs/2-9-18 clem first interview in aft cabin_1.wav-00087780_00091710.wav|YAE1 . HHAH0LOW1 , MAY1 NEY1M IH1Z KLEH1MAH0NZ .
wavs/2-9-18 clem first interview in aft cabin_1.wav-00086760_00091710.wav|YAE1 , OW2KEY1 . YAE1 . HHAH0LOW1 , MAY1 NEY1M IH1Z KLEH1MAH0NZ .
wavs/2-9-18 clem first interview in aft cabin_1.wav-00090960_00093360.wav|IH1Z KLEH1MAH0NZ . AY1M DHAH0 KAE1PTAH0N AH1V IH0NFIH1NAH0TIY0 .
wavs/2-9-18 clem first interview in aft cabin_1.wav-00090750_00093360.wav|NEY1M IH1Z KLEH1MAH0NZ . AY1M DHAH0 KAE1PTAH0N AH1V IH0NFIH1NAH0TIY0 .
wavs/2-9-18 clem first interview in aft cabin_1.wav-00091740_00093360.wav|AY1M DHAH0 KAE1PTAH0N AH1V IH0NFIH1NAH0TIY0 .
wavs/2-9-18 clem first interview in aft cabin_1.wav-00087780_00093360.wav|YAE1 . HHAH0LOW1 , MAY1 NEY1M IH1Z KLEH1MAH0NZ . AY1M DHAH0 KAE1PTAH0N AH1V IH0NFIH1NAH0TIY0 .
wavs/2-9-18 clem first interview in aft cabin_1.wav-00090030_00093360.wav|HHAH0LOW1 , MAY1 NEY1M IH1Z KLEH1MAH0NZ . AY1M DHAH0 KAE1PTAH0N AH1V IH0NFIH1NAH0TIY0 .
wavs/2-9-18 clem first interview in aft cabin_1.wav-00090030_00093360.wav|HHAH0LOW1 , MAY1 NEY1M IH1Z KLEH1MAH0NZ . AY1M DHAH0 KAE1PTAH0N AH1V IH0NFIH1NAH0TIY0 .
wavs/2-9-18 clem first interview in aft cabin_1.wav-00092640_00099540.wav|IH0NFIH1NAH0TIY0 . HHAH0LOW1 , AY1M KLEH1MAH0NZ .
wavs/2-9-18 clem first interview in aft cabin_1.wav-00092640_00100440.wav|IH0NFIH1NAH0TIY0 . HHAH0LOW1 , AY1M KLEH1MAH0NZ . AY1M YAE1 .
wavs/2-9-18 clem first interview in aft cabin_1.wav-00098520_00099540.wav|HHAH0LOW1 , AY1M KLEH1MAH0NZ .
wavs/2-9-18 clem first interview in aft cabin_1.wav-00091980_00099540.wav|DHAH0 KAE1PTAH0N AH1V IH0NFIH1NAH0TIY0 . HHAH0LOW1 , AY1M KLEH1MAH0NZ .
wavs/2-9-18 clem first interview in aft cabin_1.wav-00092100_00099540.wav|KAE1PTAH0N AH1V IH0NFIH1NAH0TIY0 . HHAH0LOW1 , AY1M KLEH1MAH0NZ .
wavs/2-9-18 clem first interview in aft cabin_1.wav-00091740_00099540.wav|AY1M DHAH0 KAE1PTAH0N AH1V IH0NFIH1NAH0TIY0 . HHAH0LOW1 , AY1M KLEH1MAH0NZ .
wavs/2-9-18 clem first interview in aft cabin_1.wav-00092520_00100440.wav|AH1V IH0NFIH1NAH0TIY0 . HHAH0LOW1 , AY1M KLEH1MAH0NZ . AY1M YAE1 .
wavs/2-9-18 clem first interview in aft cabin_1.wav-00092520_00099540.wav|AH1V IH0NFIH1NAH0TIY0 . HHAH0LOW1 , AY1M KLEH1MAH0NZ .
wavs/2-9-18 clem first interview in aft cabin_1.wav-00098910_00100440.wav|AY1M KLEH1MAH0NZ . AY1M YAE1 .
wavs/2-9-18 clem first interview in aft cabin_1.wav-00099060_00100440.wav|KLEH1MAH0NZ . AY1M YAE1 .
wavs/2-9-18 clem first interview in aft cabin_1.wav-00098520_00100440.wav|HHAH0LOW1 , AY1M KLEH1MAH0NZ . AY1M YAE1 .
wavs/2-9-18 clem first interview in aft cabin_1.wav-00098520_00100440.wav|HHAH0LOW1 , AY1M KLEH1MAH0NZ . AY1M YAE1 .
wavs/2-9-18 clem first interview in aft cabin_1.wav-00100500_00107730.wav|OW1 , HHAH0LOW1 , AY1M KLEH1MAH0NTS AY1M DHAH0 KAE1PTAH0N AH1V IH0NFIH1NAH0TIY0 WAH1N HHAH1NDRAH0D TWEH1NTIY0 FUH1T SEY1LIH0NG EH2KSPAH0DIH1SHAH0N VEH1SAH0L .
wavs/2-9-18 clem first interview in aft cabin_1.wav-00100110_00107730.wav|YAE1 . OW1 , HHAH0LOW1 , AY1M KLEH1MAH0NTS AY1M DHAH0 KAE1PTAH0N AH1V IH0NFIH1NAH0TIY0 WAH1N HHAH1NDRAH0D TWEH1NTIY0 FUH1T SEY1LIH0NG EH2KSPAH0DIH1SHAH0N VEH1SAH0L .
wavs/2-9-18 clem first interview in aft cabin_1.wav-00107190_00113700.wav|VEH1SAH0L . WIY1V BIH1N SEY1VIH0NG DHAH0 PAH0SIH1FIH0K SIH1NS AH0BAW1T TWEH1LV FIH0FTIY1N YIH1RZ , SAH1MTHIH0NG LAY1K DHAE1T .
wavs/2-9-18 clem first interview in aft cabin_1.wav-00106680_00113700.wav|EH2KSPAH0DIH1SHAH0N VEH1SAH0L . WIY1V BIH1N SEY1VIH0NG DHAH0 PAH0SIH1FIH0K SIH1NS AH0BAW1T TWEH1LV FIH0FTIY1N YIH1RZ , SAH1MTHIH0NG LAY1K DHAE1T .
wavs/2-9-18 clem first interview in aft cabin_1.wav-00106230_00113700.wav|SEY1LIH0NG EH2KSPAH0DIH1SHAH0N VEH1SAH0L . WIY1V BIH1N SEY1VIH0NG DHAH0 PAH0SIH1FIH0K SIH1NS AH0BAW1T TWEH1LV FIH0FTIY1N YIH1RZ , SAH1MTHIH0NG LAY1K DHAE1T .
wavs/2-9-18 clem first interview in aft cabin_1.wav-00105780_00113700.wav|FUH1T SEY1LIH0NG EH2KSPAH0DIH1SHAH0N VEH1SAH0L . WIY1V BIH1N SEY1VIH0NG DHAH0 PAH0SIH1FIH0K SIH1NS AH0BAW1T TWEH1LV FIH0FTIY1N YIH1RZ , SAH1MTHIH0NG LAY1K DHAE1T .
wavs/2-9-18 clem first interview in aft cabin_1.wav-00108420_00113700.wav|WIY1V BIH1N SEY1VIH0NG DHAH0 PAH0SIH1FIH0K SIH1NS AH0BAW1T TWEH1LV FIH0FTIY1N YIH1RZ , SAH1MTHIH0NG LAY1K DHAE1T .
wavs/2-9-18 clem first interview in aft cabin_1.wav-00112920_00119970.wav|SAH1MTHIH0NG LAY1K DHAE1T . SOW1 KAY1ND AH1V HHOW1PLAH0S .
wavs/2-9-18 clem first interview in aft cabin_1.wav-00112620_00119970.wav|YIH1RZ , SAH1MTHIH0NG LAY1K DHAE1T . SOW1 KAY1ND AH1V HHOW1PLAH0S .
wavs/2-9-18 clem first interview in aft cabin_1.wav-00113400_00121020.wav|DHAE1T . SOW1 KAY1ND AH1V HHOW1PLAH0S . IH0NTEH1NS YAE1 .
wavs/2-9-18 clem first interview in aft cabin_1.wav-00118770_00119970.wav|SOW1 KAY1ND AH1V HHOW1PLAH0S .
wavs/2-9-18 clem first interview in aft cabin_1.wav-00113400_00119970.wav|DHAE1T . SOW1 KAY1ND AH1V HHOW1PLAH0S .
wavs/2-9-18 clem first interview in aft cabin_1.wav-00113250_00121020.wav|LAY1K DHAE1T . SOW1 KAY1ND AH1V HHOW1PLAH0S . IH0NTEH1NS YAE1 .
wavs/2-9-18 clem first interview in aft cabin_1.wav-00113250_00119970.wav|LAY1K DHAE1T . SOW1 KAY1ND AH1V HHOW1PLAH0S .
wavs/2-9-18 clem first interview in aft cabin_1.wav-00118770_00121020.wav|SOW1 KAY1ND AH1V HHOW1PLAH0S . IH0NTEH1NS YAE1 .
wavs/2-9-18 clem first interview in aft cabin_1.wav-00118770_00121020.wav|SOW1 KAY1ND AH1V HHOW1PLAH0S . IH0NTEH1NS YAE1 .
wavs/2-9-18 clem first interview in aft cabin_1.wav-00120510_00123780.wav|YAE1 . HHAH0LOW1 , AY1M KLEH1MAH0NTS DHAH0 KAE1PTAH0N .
wavs/2-9-18 clem first interview in aft cabin_1.wav-00119010_00123780.wav|KAY1ND AH1V HHOW1PLAH0S . IH0NTEH1NS YAE1 . HHAH0LOW1 , AY1M KLEH1MAH0NTS DHAH0 KAE1PTAH0N .
wavs/2-9-18 clem first interview in aft cabin_1.wav-00119190_00121020.wav|AH1V HHOW1PLAH0S . IH0NTEH1NS YAE1 .
wavs/2-9-18 clem first interview in aft cabin_1.wav-00119250_00121020.wav|HHOW1PLAH0S . IH0NTEH1NS YAE1 .
wavs/2-9-18 clem first interview in aft cabin_1.wav-00122490_00124710.wav|AY1M KLEH1MAH0NTS DHAH0 KAE1PTAH0N . YAE1 .
wavs/2-9-18 clem first interview in aft cabin_1.wav-00120000_00124710.wav|IH0NTEH1NS YAE1 . HHAH0LOW1 , AY1M KLEH1MAH0NTS DHAH0 KAE1PTAH0N . YAE1 .
wavs/2-9-18 clem first interview in aft cabin_1.wav-00120000_00121020.wav|IH0NTEH1NS YAE1 .
wavs/2-9-18 clem first interview in aft cabin_1.wav-00118770_00124710.wav|SOW1 KAY1ND AH1V HHOW1PLAH0S . IH0NTEH1NS YAE1 . HHAH0LOW1 , AY1M KLEH1MAH0NTS DHAH0 KAE1PTAH0N . YAE1 .
wavs/2-9-18 clem first interview in aft cabin_1.wav-00119010_00121020.wav|KAY1ND AH1V HHOW1PLAH0S . IH0NTEH1NS YAE1 .
wavs/2-9-18 clem first interview in aft cabin_1.wav-00121950_00123780.wav|HHAH0LOW1 , AY1M KLEH1MAH0NTS DHAH0 KAE1PTAH0N .
wavs/2-9-18 clem first interview in aft cabin_1.wav-00119190_00124710.wav|AH1V HHOW1PLAH0S . IH0NTEH1NS YAE1 . HHAH0LOW1 , AY1M KLEH1MAH0NTS DHAH0 KAE1PTAH0N . YAE1 .
wavs/2-9-18 clem first interview in aft cabin_1.wav-00119250_00123780.wav|HHOW1PLAH0S . IH0NTEH1NS YAE1 . HHAH0LOW1 , AY1M KLEH1MAH0NTS DHAH0 KAE1PTAH0N .
